Order_ID,Order_Date,Customer_ID,Customer_Name,State,City,Category,Sub_Category,Product,Unit_Price,Quantity,Discount,Sales,Profit
ORD00186,2025-05-08,CUST0263,Customer 80,Uttar Pradesh,Lucknow,Furniture,Chairs,Chairs Model 3,2500,1,0.15,2125.0,111.48
ORD00187,2024-05-03,CUST0231,Customer 178,Rajasthan,Jaipur,Furniture,Bookcases,Bookcases Model 4,4000,5,0.15,17000.0,1551.06
ORD00188,2025-06-09,CUST0229,Customer 86,Uttar Pradesh,Prayagraj,Furniture,Office Furniture,Office Furniture Model 1,20000,7,0.1,126000.0,7292.57
ORD00189,2025-02-26,CUST0065,Customer 13,Tamil Nadu,Chennai,Furniture,Bookcases,Bookcases Model 1,6500,6,0.05,37050.0,4032.67
ORD00190,2025-04-09,CUST0188,Customer 191,Uttar Pradesh,Varanasi,Furniture,Chairs,Chairs Model 2,2500,5,0.0,12500.0,1997.44
ORD00191,2024-08-14,CUST0233,Customer 221,Delhi,New Delhi,Technology,Laptops,Laptops Model 2,55000,4,0.2,176000.0,15542.32
ORD00192,2024-01-17,CUST0120,Customer 129,Delhi,New Delhi,Furniture,Chairs,Chairs Model 2,2500,1,0.25,1875.0,-34.61
ORD00193,2025-12-26,CUST0200,Customer 79,West Bengal,Durgapur,Technology,Mobiles,Mobiles Model 2,18000,4,0.15,61200.0,5938.93
ORD00194,2024-04-10,CUST0008,Customer 200,Karnataka,Bengaluru,Furniture,Bookcases,Bookcases Model 1,14000,4,0.1,50400.0,6440.85
ORD00195,2024-12-31,CUST0228,Customer 139,Uttar Pradesh,Kanpur,Office Supplies,Pens,Pens Model 4,200,1,0.25,150.0,9.37
ORD00196,2024-12-15,CUST0008,Customer 138,Tamil Nadu,Chennai,Office Supplies,Storage,Storage Model 3,3000,2,0.0,6000.0,1514.82
ORD00197,2025-09-08,CUST0169,Customer 217,Uttar Pradesh,Prayagraj,Office Supplies,Storage,Storage Model 4,5000,1,0.25,3750.0,228.62
ORD00198,2025-01-08,CUST0269,Customer 181,Gujarat,Surat,Office Supplies,Binders,Binders Model 1,900,4,0.1,3240.0,463.28
ORD00199,2024-05-03,CUST0114,Customer 278,Tamil Nadu,Coimbatore,Office Supplies,Storage,Storage Model 2,3000,2,0.05,5700.0,948.36
ORD00200,2024-05-01,CUST0032,Customer 222,Maharashtra,Nashik,Technology,Printers,Printers Model 3,11000,1,0.15,9350.0,451.99
ORD00201,2024-07-21,CUST0256,Customer 86,Karnataka,Bengaluru,Technology,Accessories,Accessories Model 2,500,5,0.05,2375.0,285.38
ORD00202,2025-04-07,CUST0283,Customer 50,West Bengal,Kolkata,Office Supplies,Paper,Paper Model 1,350,2,0.0,700.0,158.1
ORD00203,2025-09-21,CUST0019,Customer 23,Maharashtra,Nagpur,Technology,Printers,Printers Model 1,11000,3,0.15,28050.0,3197.71
ORD00204,2024-07-04,CUST0144,Customer 72,Rajasthan,Udaipur,Furniture,Chairs,Chairs Model 4,2500,7,0.05,16625.0,2633.09
ORD00205,2024-10-28,CUST0231,Customer 219,Maharashtra,Mumbai,Office Supplies,Storage,Storage Model 4,3000,2,0.15,5100.0,841.49
ORD00206,2024-11-09,CUST0054,Customer 12,Uttar Pradesh,Lucknow,Furniture,Chairs,Chairs Model 4,10000,6,0.2,48000.0,890.27
ORD00207,2024-07-29,CUST0101,Customer 186,West Bengal,Durgapur,Office Supplies,Paper,Paper Model 1,800,3,0.15,2040.0,275.09
ORD00208,2025-04-13,CUST0202,Customer 38,Maharashtra,Mumbai,Furniture,Tables,Tables Model 4,8000,3,0.0,24000.0,4333.2
ORD00209,2024-12-01,CUST0186,Customer 55,Uttar Pradesh,Prayagraj,Office Supplies,Storage,Storage Model 1,3000,7,0.1,18900.0,2851.89
ORD00210,2024-11-14,CUST0211,Customer 152,Rajasthan,Jodhpur,Furniture,Tables,Tables Model 2,12000,7,0.0,84000.0,12987.56
ORD00211,2024-07-01,CUST0146,Customer 116,Maharashtra,Pune,Office Supplies,Paper,Paper Model 3,800,3,0.1,2160.0,333.08
ORD00212,2025-02-04,CUST0198,Customer 260,Uttar Pradesh,Prayagraj,Office Supplies,Pens,Pens Model 1,350,6,0.15,1785.0,205.9
ORD00213,2024-05-17,CUST0050,Customer 259,Delhi,New Delhi,Technology,Accessories,Accessories Model 2,1800,6,0.15,9180.0,964.77
ORD00214,2025-07-16,CUST0245,Customer 35,Uttar Pradesh,Lucknow,Furniture,Tables,Tables Model 1,8000,1,0.25,6000.0,-131.5
ORD00215,2025-08-04,CUST0090,Customer 260,Delhi,New Delhi,Office Supplies,Paper,Paper Model 4,200,4,0.2,640.0,51.68
ORD00216,2025-11-16,CUST0188,Customer 57,Uttar Pradesh,Varanasi,Office Supplies,Storage,Storage Model 1,5000,6,0.0,30000.0,4445.8
ORD00217,2025-02-03,CUST0182,Customer 106,West Bengal,Durgapur,Furniture,Chairs,Chairs Model 2,10000,4,0.0,40000.0,6886.33
ORD00218,2024-09-06,CUST0021,Customer 196,Karnataka,Mysuru,Technology,Laptops,Laptops Model 4,85000,3,0.0,255000.0,41484.28
ORD00219,2025-03-01,CUST0154,Customer 142,Maharashtra,Nagpur,Technology,Accessories,Accessories Model 3,1000,3,0.25,2250.0,135.14
ORD00220,2024-10-31,CUST0161,Customer 178,West Bengal,Durgapur,Office Supplies,Paper,Paper Model 3,500,2,0.05,950.0,185.17
ORD00221,2025-08-20,CUST0177,Customer 17,West Bengal,Kolkata,Technology,Accessories,Accessories Model 2,1800,1,0.1,1620.0,190.53
ORD00222,2024-04-21,CUST0057,Customer 66,Gujarat,Surat,Furniture,Chairs,Chairs Model 2,2500,5,0.25,9375.0,152.89
ORD00223,2025-12-04,CUST0243,Customer 49,Uttar Pradesh,Kanpur,Office Supplies,Binders,Binders Model 4,900,7,0.1,5670.0,909.62
ORD00224,2025-10-16,CUST0232,Customer 213,Maharashtra,Nagpur,Office Supplies,Binders,Binders Model 3,900,6,0.15,4590.0,788.89
ORD00225,2024-04-06,CUST0042,Customer 227,Rajasthan,Jodhpur,Technology,Laptops,Laptops Model 4,55000,4,0.15,187000.0,22361.04
ORD00226,2025-05-18,CUST0268,Customer 74,Uttar Pradesh,Prayagraj,Furniture,Bookcases,Bookcases Model 2,9500,3,0.1,25650.0,2386.84
ORD00227,2025-03-29,CUST0268,Customer 263,Uttar Pradesh,Prayagraj,Office Supplies,Storage,Storage Model 1,800,7,0.15,4760.0,326.11
ORD00228,2024-05-08,CUST0008,Customer 101,Gujarat,Ahmedabad,Office Supplies,Binders,Binders Model 3,900,6,0.0,5400.0,1331.56
ORD00229,2024-01-16,CUST0129,Customer 63,West Bengal,Durgapur,Technology,Printers,Printers Model 2,11000,6,0.0,66000.0,12196.01
ORD00230,2025-05-20,CUST0223,Customer 59,Delhi,New Delhi,Technology,Mobiles,Mobiles Model 1,18000,4,0.25,54000.0,2620.67
ORD00231,2024-08-14,CUST0189,Customer 265,Uttar Pradesh,Kanpur,Office Supplies,Pens,Pens Model 1,350,1,0.2,280.0,27.13
ORD00232,2024-12-29,CUST0213,Customer 216,West Bengal,Durgapur,Technology,Printers,Printers Model 4,7000,3,0.2,16800.0,647.97
ORD00233,2025-11-05,CUST0180,Customer 34,Delhi,New Delhi,Office Supplies,Storage,Storage Model 2,1500,5,0.0,7500.0,1695.68
ORD00234,2025-09-11,CUST0139,Customer 271,Maharashtra,Nagpur,Technology,Accessories,Accessories Model 1,1800,6,0.15,9180.0,789.69
ORD00235,2025-10-01,CUST0191,Customer 67,Maharashtra,Mumbai,Technology,Printers,Printers Model 2,11000,3,0.15,28050.0,2452.93
ORD00236,2024-10-28,CUST0142,Customer 39,Rajasthan,Jaipur,Technology,Accessories,Accessories Model 3,500,3,0.15,1275.0,141.02
ORD00237,2025-07-11,CUST0038,Customer 142,West Bengal,Durgapur,Office Supplies,Binders,Binders Model 3,150,6,0.15,765.0,86.71
ORD00238,2024-10-07,CUST0270,Customer 154,Karnataka,Mysuru,Technology,Accessories,Accessories Model 2,1800,6,0.1,9720.0,1251.48
ORD00239,2025-05-22,CUST0275,Customer 120,Tamil Nadu,Coimbatore,Office Supplies,Pens,Pens Model 2,200,3,0.15,510.0,81.46
ORD00240,2024-03-29,CUST0142,Customer 203,Rajasthan,Jaipur,Technology,Laptops,Laptops Model 2,45000,1,0.1,40500.0,4529.16
ORD00241,2025-09-13,CUST0086,Customer 120,Uttar Pradesh,Lucknow,Technology,Mobiles,Mobiles Model 1,35000,3,0.2,84000.0,6779.46
ORD00242,2025-05-08,CUST0050,Customer 255,Uttar Pradesh,Agra,Office Supplies,Storage,Storage Model 2,5000,3,0.05,14250.0,3063.44
ORD00243,2025-12-28,CUST0065,Customer 8,Rajasthan,Jaipur,Furniture,Chairs,Chairs Model 1,2500,1,0.2,2000.0,128.76
ORD00244,2025-10-20,CUST0026,Customer 93,Gujarat,Vadodara,Technology,Mobiles,Mobiles Model 4,18000,7,0.0,126000.0,24258.45
ORD00245,2025-02-09,CUST0076,Customer 67,Uttar Pradesh,Agra,Furniture,Office Furniture,Office Furniture Model 1,8000,3,0.05,22800.0,2242.67
ORD00246,2024-09-18,CUST0214,Customer 153,Rajasthan,Jodhpur,Technology,Accessories,Accessories Model 3,500,1,0.05,475.0,72.8
ORD00247,2024-10-17,CUST0237,Customer 177,Uttar Pradesh,Agra,Furniture,Tables,Tables Model 3,18000,3,0.05,51300.0,4480.65
ORD00248,2025-08-24,CUST0295,Customer 245,Gujarat,Surat,Office Supplies,Paper,Paper Model 2,800,3,0.2,1920.0,207.21
ORD00249,2025-07-24,CUST0183,Customer 41,Gujarat,Surat,Furniture,Tables,Tables Model 2,5000,1,0.2,4000.0,244.97
ORD00250,2024-06-16,CUST0108,Customer 19,Uttar Pradesh,Kanpur,Technology,Accessories,Accessories Model 1,1800,6,0.05,10260.0,1417.09
ORD00251,2025-03-06,CUST0215,Customer 177,Delhi,New Delhi,Office Supplies,Paper,Paper Model 1,800,5,0.05,3800.0,685.61
ORD00252,2025-04-29,CUST0147,Customer 239,Gujarat,Surat,Technology,Printers,Printers Model 2,7000,7,0.15,41650.0,4213.72
ORD00253,2024-04-14,CUST0202,Customer 266,Delhi,New Delhi,Office Supplies,Paper,Paper Model 4,350,3,0.1,945.0,159.91
ORD00254,2025-10-28,CUST0117,Customer 2,Gujarat,Vadodara,Office Supplies,Paper,Paper Model 3,800,3,0.15,2040.0,303.04
ORD00255,2024-12-22,CUST0213,Customer 62,Gujarat,Vadodara,Furniture,Office Furniture,Office Furniture Model 2,8000,1,0.1,7200.0,660.86
ORD00256,2024-04-16,CUST0146,Customer 99,Gujarat,Vadodara,Furniture,Office Furniture,Office Furniture Model 1,13000,4,0.1,46800.0,2244.24
ORD00257,2024-02-10,CUST0063,Customer 23,Uttar Pradesh,Lucknow,Technology,Mobiles,Mobiles Model 2,35000,4,0.15,119000.0,12461.36
ORD00258,2025-11-09,CUST0290,Customer 156,Maharashtra,Nashik,Technology,Accessories,Accessories Model 1,1000,4,0.1,3600.0,473.43
ORD00259,2025-02-22,CUST0126,Customer 294,Delhi,New Delhi,Technology,Printers,Printers Model 1,7000,7,0.05,46550.0,7156.57
ORD00260,2025-01-22,CUST0113,Customer 67,Karnataka,Mysuru,Furniture,Office Furniture,Office Furniture Model 4,30000,6,0.1,162000.0,14736.56
ORD00261,2025-04-29,CUST0122,Customer 125,Tamil Nadu,Coimbatore,Technology,Mobiles,Mobiles Model 2,25000,3,0.05,71250.0,7652.64
ORD00262,2025-01-03,CUST0285,Customer 77,Maharashtra,Nashik,Technology,Accessories,Accessories Model 2,3000,2,0.2,4800.0,293.4
ORD00263,2025-11-04,CUST0042,Customer 109,Gujarat,Surat,Furniture,Chairs,Chairs Model 4,10000,6,0.1,54000.0,5377.46
ORD00264,2025-05-13,CUST0092,Customer 280,Uttar Pradesh,Lucknow,Furniture,Bookcases,Bookcases Model 4,4000,4,0.2,12800.0,134.31
ORD00265,2025-10-25,CUST0250,Customer 275,Tamil Nadu,Chennai,Furniture,Bookcases,Bookcases Model 4,9500,5,0.25,35625.0,705.25
ORD00266,2024-03-04,CUST0091,Customer 117,Maharashtra,Mumbai,Technology,Laptops,Laptops Model 1,45000,4,0.2,144000.0,13318.07
ORD00267,2024-01-20,CUST0046,Customer 12,Gujarat,Surat,Furniture,Office Furniture,Office Furniture Model 2,8000,6,0.15,40800.0,3028.51
ORD00268,2025-11-25,CUST0250,Customer 228,Tamil Nadu,Chennai,Furniture,Office Furniture,Office Furniture Model 4,30000,4,0.2,96000.0,3016.34
ORD00269,2025-12-31,CUST0082,Customer 92,Maharashtra,Mumbai,Furniture,Bookcases,Bookcases Model 3,9500,3,0.2,22800.0,1688.72
ORD00270,2024-04-25,CUST0225,Customer 147,Karnataka,Bengaluru,Furniture,Bookcases,Bookcases Model 1,9500,7,0.0,66500.0,8592.63
ORD00271,2024-12-14,CUST0214,Customer 171,Maharashtra,Nagpur,Furniture,Chairs,Chairs Model 3,4500,5,0.25,16875.0,203.04
ORD00272,2025-10-25,CUST0035,Customer 184,Karnataka,Mysuru,Technology,Mobiles,Mobiles Model 1,35000,4,0.2,112000.0,6752.15
ORD00273,2024-01-01,CUST0037,Customer 141,Gujarat,Surat,Technology,Accessories,Accessories Model 2,3000,2,0.2,4800.0,423.01
ORD00274,2025-12-03,CUST0104,Customer 23,West Bengal,Kolkata,Office Supplies,Paper,Paper Model 3,200,4,0.15,680.0,102.28
ORD00275,2024-07-06,CUST0173,Customer 290,Delhi,New Delhi,Technology,Printers,Printers Model 4,11000,7,0.0,77000.0,12334.59
ORD00276,2025-01-14,CUST0144,Customer 188,Uttar Pradesh,Kanpur,Furniture,Office Furniture,Office Furniture Model 2,30000,1,0.1,27000.0,2357.13
ORD00277,2024-08-18,CUST0053,Customer 295,Uttar Pradesh,Varanasi,Furniture,Bookcases,Bookcases Model 3,14000,2,0.05,26600.0,3810.1
ORD00278,2024-10-07,CUST0214,Customer 31,Maharashtra,Mumbai,Technology,Laptops,Laptops Model 1,70000,5,0.1,315000.0,37848.62
ORD00279,2025-02-15,CUST0053,Customer 22,Karnataka,Bengaluru,Office Supplies,Binders,Binders Model 2,900,6,0.0,5400.0,1038.78
ORD00280,2024-10-16,CUST0248,Customer 127,Gujarat,Ahmedabad,Office Supplies,Storage,Storage Model 2,5000,7,0.05,33250.0,7050.81
ORD00281,2024-07-27,CUST0088,Customer 264,Uttar Pradesh,Prayagraj,Furniture,Chairs,Chairs Model 3,2500,2,0.15,4250.0,360.6
ORD00282,2025-09-10,CUST0147,Customer 137,Uttar Pradesh,Agra,Office Supplies,Storage,Storage Model 1,5000,3,0.2,12000.0,1798.82
ORD00283,2025-11-21,CUST0186,Customer 218,Karnataka,Mysuru,Furniture,Tables,Tables Model 3,12000,5,0.1,54000.0,5944.44
ORD00284,2024-08-22,CUST0013,Customer 101,Gujarat,Vadodara,Office Supplies,Pens,Pens Model 2,200,7,0.05,1330.0,250.38
ORD00285,2024-10-19,CUST0298,Customer 101,Tamil Nadu,Coimbatore,Technology,Printers,Printers Model 3,7000,6,0.05,39900.0,8320.28
ORD00286,2024-08-14,CUST0236,Customer 13,Delhi,New Delhi,Furniture,Office Furniture,Office Furniture Model 1,20000,7,0.0,140000.0,19564.01
ORD00287,2024-04-09,CUST0109,Customer 173,Delhi,New Delhi,Office Supplies,Pens,Pens Model 2,350,1,0.15,297.5,48.63
ORD00288,2024-05-28,CUST0028,Customer 65,Uttar Pradesh,Lucknow,Technology,Accessories,Accessories Model 4,1000,3,0.05,2850.0,429.23
ORD00289,2025-08-08,CUST0046,Customer 13,Karnataka,Mysuru,Technology,Laptops,Laptops Model 1,45000,6,0.15,229500.0,17064.36
ORD00290,2025-01-21,CUST0111,Customer 102,Maharashtra,Nashik,Office Supplies,Paper,Paper Model 4,350,2,0.0,700.0,155.77
ORD00291,2024-04-28,CUST0156,Customer 272,Gujarat,Surat,Technology,Laptops,Laptops Model 3,45000,4,0.0,180000.0,38753.44
ORD00292,2024-06-23,CUST0222,Customer 233,West Bengal,Durgapur,Technology,Printers,Printers Model 3,11000,5,0.0,55000.0,9142.5
ORD00293,2025-01-07,CUST0135,Customer 228,Uttar Pradesh,Agra,Technology,Accessories,Accessories Model 2,1800,4,0.15,6120.0,867.68
ORD00294,2024-02-14,CUST0214,Customer 59,Karnataka,Bengaluru,Furniture,Office Furniture,Office Furniture Model 1,20000,1,0.05,19000.0,3200.36
ORD00295,2025-05-30,CUST0090,Customer 104,Maharashtra,Nagpur,Office Supplies,Paper,Paper Model 2,350,4,0.1,1260.0,213.34
ORD00296,2024-10-04,CUST0233,Customer 17,Tamil Nadu,Chennai,Furniture,Office Furniture,Office Furniture Model 2,20000,7,0.1,126000.0,10575.42
ORD00297,2025-02-15,CUST0049,Customer 175,Maharashtra,Nashik,Furniture,Chairs,Chairs Model 2,2500,2,0.05,4750.0,689.16
ORD00298,2024-01-05,CUST0084,Customer 248,Karnataka,Mysuru,Office Supplies,Paper,Paper Model 3,500,1,0.15,425.0,59.08
ORD00299,2025-07-27,CUST0086,Customer 210,Uttar Pradesh,Varanasi,Technology,Mobiles,Mobiles Model 3,35000,5,0.25,131250.0,5931.5
ORD00300,2025-03-03,CUST0235,Customer 108,Gujarat,Surat,Furniture,Tables,Tables Model 3,8000,6,0.1,43200.0,4548.73
ORD00301,2024-09-08,CUST0048,Customer 184,Karnataka,Mysuru,Office Supplies,Binders,Binders Model 3,550,4,0.15,1870.0,270.49
ORD00302,2024-11-06,CUST0154,Customer 260,Rajasthan,Jodhpur,Furniture,Office Furniture,Office Furniture Model 3,8000,1,0.2,6400.0,124.96
ORD00303,2024-12-17,CUST0094,Customer 39,Karnataka,Bengaluru,Office Supplies,Binders,Binders Model 1,550,3,0.1,1485.0,241.87
ORD00304,2024-03-14,CUST0036,Customer 101,West Bengal,Durgapur,Furniture,Tables,Tables Model 1,8000,4,0.0,32000.0,3805.34
ORD00305,2025-08-25,CUST0278,Customer 101,Maharashtra,Nashik,Technology,Accessories,Accessories Model 1,3000,2,0.05,5700.0,936.16
ORD00306,2024-09-03,CUST0155,Customer 34,Maharashtra,Mumbai,Furniture,Chairs,Chairs Model 1,4500,4,0.05,17100.0,2400.03
ORD00307,2024-01-17,CUST0274,Customer 173,Tamil Nadu,Coimbatore,Furniture,Bookcases,Bookcases Model 1,9500,4,0.0,38000.0,4080.54
ORD00308,2024-06-02,CUST0116,Customer 266,Maharashtra,Nashik,Furniture,Tables,Tables Model 4,5000,2,0.2,8000.0,235.49
ORD00309,2025-10-22,CUST0099,Customer 76,Karnataka,Bengaluru,Technology,Mobiles,Mobiles Model 1,12000,6,0.2,57600.0,1814.04
ORD00310,2025-10-06,CUST0132,Customer 279,West Bengal,Kolkata,Technology,Accessories,Accessories Model 3,1800,7,0.2,10080.0,1205.41
ORD00311,2025-05-08,CUST0271,Customer 195,Delhi,New Delhi,Furniture,Office Furniture,Office Furniture Model 1,8000,1,0.05,7600.0,849.28
ORD00312,2024-01-04,CUST0290,Customer 181,Uttar Pradesh,Kanpur,Office Supplies,Paper,Paper Model 4,350,5,0.15,1487.5,207.74
ORD00313,2024-11-21,CUST0138,Customer 168,Maharashtra,Nagpur,Office Supplies,Pens,Pens Model 2,50,6,0.1,270.0,40.16
ORD00314,2024-02-07,CUST0239,Customer 169,Maharashtra,Pune,Technology,Printers,Printers Model 3,22000,3,0.0,66000.0,12101.03
ORD00315,2025-05-10,CUST0047,Customer 228,Karnataka,Bengaluru,Furniture,Tables,Tables Model 2,5000,1,0.05,4750.0,508.65
ORD00316,2024-07-20,CUST0032,Customer 162,Tamil Nadu,Coimbatore,Office Supplies,Binders,Binders Model 1,900,1,0.1,810.0,126.03
ORD00317,2025-09-26,CUST0102,Customer 241,West Bengal,Kolkata,Technology,Printers,Printers Model 2,11000,1,0.1,9900.0,1273.29
ORD00318,2024-04-05,CUST0198,Customer 1,Gujarat,Ahmedabad,Technology,Laptops,Laptops Model 1,70000,2,0.15,119000.0,13064.64
ORD00319,2024-09-18,CUST0245,Customer 3,Uttar Pradesh,Varanasi,Office Supplies,Binders,Binders Model 1,150,2,0.2,240.0,23.05
ORD00320,2025-04-18,CUST0271,Customer 100,Uttar Pradesh,Lucknow,Office Supplies,Pens,Pens Model 1,200,1,0.05,190.0,31.35
ORD00321,2025-11-04,CUST0189,Customer 247,West Bengal,Durgapur,Office Supplies,Paper,Paper Model 3,500,4,0.0,2000.0,464.31
ORD00322,2024-07-11,CUST0283,Customer 13,Maharashtra,Nagpur,Furniture,Tables,Tables Model 1,5000,1,0.1,4500.0,567.89
ORD00323,2024-05-30,CUST0002,Customer 22,Tamil Nadu,Coimbatore,Furniture,Office Furniture,Office Furniture Model 4,20000,3,0.2,48000.0,1345.4
ORD00324,2025-08-17,CUST0179,Customer 210,Rajasthan,Jaipur,Technology,Mobiles,Mobiles Model 4,25000,3,0.2,60000.0,2905.84
ORD00325,2024-04-06,CUST0005,Customer 57,Maharashtra,Nashik,Technology,Laptops,Laptops Model 4,55000,5,0.05,261250.0,48003.26
ORD00326,2024-01-19,CUST0214,Customer 197,Karnataka,Bengaluru,Technology,Accessories,Accessories Model 1,1000,2,0.1,1800.0,156.82
ORD00327,2025-04-21,CUST0248,Customer 29,Uttar Pradesh,Prayagraj,Office Supplies,Storage,Storage Model 2,3000,7,0.0,21000.0,4972.53
ORD00328,2024-01-17,CUST0006,Customer 58,Maharashtra,Nagpur,Furniture,Chairs,Chairs Model 4,4500,6,0.1,24300.0,2710.31
ORD00329,2024-04-07,CUST0291,Customer 208,Uttar Pradesh,Lucknow,Office Supplies,Binders,Binders Model 4,150,1,0.05,142.5,22.1
ORD00330,2025-05-09,CUST0230,Customer 20,Rajasthan,Jodhpur,Office Supplies,Binders,Binders Model 3,550,7,0.05,3657.5,644.63
ORD00331,2024-05-13,CUST0207,Customer 283,Maharashtra,Pune,Office Supplies,Pens,Pens Model 4,200,7,0.1,1260.0,251.2
ORD00332,2024-09-14,CUST0065,Customer 83,Rajasthan,Jaipur,Office Supplies,Binders,Binders Model 1,550,4,0.05,2090.0,452.24
ORD00333,2024-01-25,CUST0284,Customer 68,Uttar Pradesh,Varanasi,Furniture,Bookcases,Bookcases Model 2,9500,5,0.05,45125.0,7405.37
ORD00334,2025-09-09,CUST0288,Customer 262,Tamil Nadu,Chennai,Furniture,Chairs,Chairs Model 2,10000,1,0.2,8000.0,464.94
ORD00335,2025-01-13,CUST0073,Customer 248,Tamil Nadu,Chennai,Furniture,Bookcases,Bookcases Model 2,6500,3,0.2,15600.0,725.75
ORD00336,2025-01-03,CUST0245,Customer 151,Maharashtra,Nagpur,Furniture,Tables,Tables Model 2,18000,5,0.0,90000.0,14168.54
ORD00337,2024-11-09,CUST0161,Customer 16,Uttar Pradesh,Prayagraj,Technology,Accessories,Accessories Model 1,500,6,0.05,2850.0,556.11
ORD00338,2025-05-18,CUST0174,Customer 91,Uttar Pradesh,Varanasi,Office Supplies,Pens,Pens Model 3,350,3,0.05,997.5,184.52
ORD00339,2025-11-24,CUST0037,Customer 137,Gujarat,Vadodara,Office Supplies,Paper,Paper Model 1,200,6,0.15,1020.0,162.01
ORD00340,2025-11-10,CUST0114,Customer 252,Uttar Pradesh,Kanpur,Furniture,Chairs,Chairs Model 2,7000,3,0.15,17850.0,1031.36
ORD00341,2024-05-14,CUST0061,Customer 88,Uttar Pradesh,Prayagraj,Furniture,Bookcases,Bookcases Model 2,14000,3,0.1,37800.0,3965.82
ORD00342,2025-09-05,CUST0038,Customer 133,Tamil Nadu,Chennai,Technology,Accessories,Accessories Model 2,1000,2,0.1,1800.0,165.88
ORD00343,2024-07-14,CUST0140,Customer 283,West Bengal,Durgapur,Office Supplies,Pens,Pens Model 3,50,7,0.15,297.5,38.44
ORD00344,2024-11-06,CUST0032,Customer 55,Gujarat,Vadodara,Technology,Laptops,Laptops Model 3,55000,4,0.2,176000.0,9626.16
ORD00345,2024-01-06,CUST0109,Customer 35,Tamil Nadu,Coimbatore,Furniture,Chairs,Chairs Model 2,4500,7,0.05,29925.0,4143.04
ORD00346,2025-02-17,CUST0214,Customer 285,Maharashtra,Mumbai,Office Supplies,Binders,Binders Model 3,150,4,0.2,480.0,49.36
ORD00347,2025-08-19,CUST0134,Customer 108,Delhi,New Delhi,Furniture,Office Furniture,Office Furniture Model 2,30000,7,0.1,189000.0,25490.69
ORD00348,2025-05-13,CUST0122,Customer 138,Gujarat,Surat,Furniture,Tables,Tables Model 1,8000,3,0.15,20400.0,1139.06
ORD00349,2024-05-26,CUST0118,Customer 152,Rajasthan,Udaipur,Technology,Laptops,Laptops Model 2,85000,3,0.05,242250.0,36058.39
ORD00350,2024-06-23,CUST0141,Customer 246,Gujarat,Ahmedabad,Furniture,Chairs,Chairs Model 2,2500,3,0.15,6375.0,335.81
ORD00351,2024-10-08,CUST0017,Customer 71,Gujarat,Ahmedabad,Furniture,Chairs,Chairs Model 4,2500,5,0.0,12500.0,1595.2
ORD00352,2025-07-27,CUST0017,Customer 171,Uttar Pradesh,Varanasi,Office Supplies,Pens,Pens Model 2,50,7,0.1,315.0,48.76
ORD00353,2025-05-19,CUST0086,Customer 118,Uttar Pradesh,Agra,Furniture,Chairs,Chairs Model 1,7000,2,0.05,13300.0,2043.05
ORD00354,2024-05-18,CUST0181,Customer 30,West Bengal,Durgapur,Furniture,Bookcases,Bookcases Model 2,4000,5,0.1,18000.0,1769.41
ORD00355,2024-11-30,CUST0220,Customer 116,Rajasthan,Jodhpur,Office Supplies,Storage,Storage Model 2,5000,6,0.1,27000.0,4841.02
ORD00356,2024-08-08,CUST0123,Customer 234,Rajasthan,Jaipur,Furniture,Chairs,Chairs Model 1,4500,7,0.05,29925.0,3105.63
ORD00357,2024-05-01,CUST0107,Customer 96,Maharashtra,Nagpur,Technology,Mobiles,Mobiles Model 4,35000,3,0.15,89250.0,5460.32
ORD00358,2025-04-26,CUST0207,Customer 48,Uttar Pradesh,Kanpur,Office Supplies,Storage,Storage Model 1,800,4,0.15,2720.0,278.99
ORD00359,2025-04-29,CUST0211,Customer 192,Uttar Pradesh,Lucknow,Furniture,Chairs,Chairs Model 4,2500,6,0.2,12000.0,136.72
ORD00360,2025-02-04,CUST0215,Customer 277,Rajasthan,Udaipur,Technology,Laptops,Laptops Model 3,85000,6,0.15,433500.0,42887.13
ORD00361,2025-06-03,CUST0104,Customer 59,Rajasthan,Jodhpur,Furniture,Tables,Tables Model 2,8000,4,0.1,28800.0,2024.76
ORD00362,2024-07-25,CUST0081,Customer 218,Uttar Pradesh,Agra,Technology,Mobiles,Mobiles Model 2,35000,2,0.1,63000.0,9344.84
ORD00363,2025-11-08,CUST0222,Customer 61,Rajasthan,Udaipur,Office Supplies,Binders,Binders Model 2,900,1,0.05,855.0,141.25
ORD00364,2025-08-08,CUST0207,Customer 279,Maharashtra,Mumbai,Office Supplies,Paper,Paper Model 2,350,5,0.15,1487.5,237.64
ORD00365,2024-04-29,CUST0178,Customer 176,Tamil Nadu,Coimbatore,Technology,Laptops,Laptops Model 4,85000,1,0.1,76500.0,10231.21
ORD00366,2024-03-17,CUST0230,Customer 258,Maharashtra,Nashik,Technology,Printers,Printers Model 4,16000,5,0.1,72000.0,6183.36
ORD00367,2025-04-24,CUST0061,Customer 163,West Bengal,Kolkata,Furniture,Office Furniture,Office Furniture Model 2,30000,3,0.25,67500.0,2803.61
ORD00368,2025-05-22,CUST0291,Customer 86,Gujarat,Ahmedabad,Technology,Accessories,Accessories Model 4,1800,3,0.2,4320.0,214.78
ORD00369,2024-12-04,CUST0025,Customer 68,Uttar Pradesh,Varanasi,Office Supplies,Storage,Storage Model 4,3000,7,0.1,18900.0,2290.98
